H1.1,H1.2,H2.1,H4.1,H6.1
BTNL9,0,0,0,0,0
MIR8089,0,0,0,0,0
OR2V1,0,0,0,0,0
OR2V2,0,0,0,0,0
LINC01962,0,0,0,0,0
TRIM7,0,0,0,0,0
MIR4638,0,0,0,0,0
TRIM41,0,0,40,3,15
RACK1,794,170,10427,1712,5106
SNORD96A,0,0,0,0,0
SNORD95,0,0,0,0,0
CTC-338M12.4,3,1,35,6,17
TRIM52,2,1,28,6,8
TRIM52-AS1,13,2,153,17,19
LINC00266-3,0,0,0,0,0
LOC285766,0,0,0,0,0
DUSP22,6,1,83,5,22
IRF4,0,0,0,0,0
EXOC2,3,0,58,11,20
HUS1B,0,0,3,0,1
LOC101927691,0,0,0,0,0
LINC01622,0,0,0,0,0
FOXQ1,0,0,6,5,13
FOXF2,0,0,25,5,5
MIR6720,0,0,0,0,0
FOXCUT,0,0,0,0,2
FOXC1,0,0,47,6,101
GMDS,9,1,78,0,44
GMDS-DT,0,0,6,0,0
LINC01600,0,0,1,0,0
LINC02521,0,0,0,0,0
MYLK4,0,0,1,0,1
WRNIP1,8,0,52,21,44
SERPINB1,2,1,10,11,99
MIR4645,0,0,0,0,0
SERPINB9P1,0,0,2,0,0
LOC101927730,0,0,0,0,0
SERPINB9,0,0,7,7,877
SERPINB6,4,2,114,24,219
LINC01011,0,0,11,2,6
NQO2,39,14,216,21,274
HTATSF1P2,1,0,3,0,1
LOC101927759,1,0,2,0,1
RIPK1,3,0,50,11,21
BPHL,21,6,314,32,63
TUBB2A,129,30,2220,453,2502
LINC02525,0,0,14,0,2
TUBB2B,313,55,5363,759,3028
LOC100422781,0,0,10,1,0
PSMG4,23,5,250,51,88
SLC22A23,2,1,52,8,2
LOC643327,0,0,0,0,0
PXDC1,1,1,137,20,12
FAM50B,1,0,4,1,4
PRPF4B,32,7,471,74,85
FAM217A,0,0,0,0,0
C6orf201,0,0,0,0,0
ECI2,27,3,432,85,161
ECI2-DT,0,0,0,0,1
LOC102724096,0,0,0,0,0
LINC02533,0,0,0,0,0
KU-MEL-3,0,0,0,0,0
CDYL,13,7,159,40,50
RPP40,12,1,101,39,56
LYRM4-AS1,1,0,17,3,4
LYRM4,57,13,524,76,135
PPP1R3G,0,0,1,0,0
MIR3691,0,0,0,0,0
FARS2,7,0,136,27,29
LOC101927972,0,0,0,0,0
LOC101927950,0,0,0,0,0
NRN1,0,0,46,0,0
F13A1,0,1,14,0,2
MIR7853,0,0,0,0,0
MIR5683,0,0,0,0,0
LY86-AS1,0,0,0,0,0
LY86,0,0,0,0,0
RREB1,2,2,35,7,35
SSR1,12,2,229,42,252
CAGE1,0,1,3,0,1
RIOK1,11,1,214,36,58
DSP,5,2,102,46,320
SNRNP48,6,2,202,42,42
BMP6,0,0,4,2,2
BLOC1S5-TXNDC5,0,0,0,0,0
TXNDC5,1,0,1,0,1
PIP5K1P1,0,0,0,0,0
BLOC1S5,0,0,0,0,0
EEF1E1-BLOC1S5,0,0,1,0,0
EEF1E1,63,17,1094,148,297
SCARNA27,0,0,0,0,0
SLC35B3,4,1,77,18,33
LOC100506207,2,0,10,0,0
HULC,0,0,0,0,0
TFAP2A,0,0,15,0,8
TFAP2A-AS2,0,0,8,0,0
TFAP2A-AS1,0,0,1,0,0
LINC00518,0,1,0,0,0
MIR5689HG,0,0,0,0,0
MIR5689,0,0,0,0,0
GCNT2,2,2,14,2,35
C6orf52,2,0,39,9,7
PAK1IP1,31,1,447,68,135
TMEM14C,100,24,1852,288,465
TMEM14B,81,16,1007,175,349
MAK,0,0,0,0,0
GCM2,0,0,0,0,0
SYCP2L,0,0,11,0,2
LOC101928191,0,0,0,0,0
ELOVL2,2,0,19,4,7
ELOVL2-AS1,0,0,2,1,1
SMIM13,3,2,74,16,44
ERVFRD-1,0,0,0,0,0
NEDD9,14,1,228,39,19
TMEM170B,3,0,35,2,4
ADTRP,0,0,0,0,1
LOC101928253,0,0,0,0,0
HIVEP1,11,3,121,20,20
EDN1,59,0,286,377,4
LINC02530,0,0,0,0,0
PHACTR1,0,0,30,2,4
TBC1D7-LOC100130357,1,0,3,0,0
LOC100130357,0,0,6,0,1
TBC1D7,3,1,38,5,21
GFOD1,4,0,49,1,5
SIRT5,3,4,56,6,11
NOL7,85,17,1253,257,450
RANBP9,7,2,100,12,29
MCUR1,39,5,722,128,191
RNF182,1,0,81,9,2
CD83,0,0,37,2,5
LINC01108,0,0,0,0,6
JARID2,18,7,197,47,152
JARID2-AS1,0,0,1,0,1
DTNBP1,8,2,122,19,26
MYLIP,1,0,19,5,23
MIR4639,0,0,0,0,0
GMPR,0,1,21,1,121
ATXN1,0,0,5,3,5
ATXN1-AS1,0,0,0,0,2
STMND1,0,0,0,1,0
RBM24,0,2,33,15,7
CAP2,29,3,337,43,36
LOC101928491,0,0,0,0,0
FAM8A1,2,1,19,7,9
NUP153,7,1,107,26,48
LOC105374952,1,2,13,2,4
KIF13A,3,1,57,5,18
NHLRC1,0,0,1,0,0
TPMT,7,1,122,15,91
KDM1B,0,0,21,3,5
DEK,138,34,1895,281,263
RNF144B,0,0,1,0,3
MIR548A1HG,0,0,0,0,0
MIR548A1,0,0,0,0,0
LOC101928519,0,0,0,0,0
LOC105374960,0,0,0,0,0
LOC100506885,1,0,6,0,0
ID4,16,0,1730,82,64
MBOAT1,0,0,17,0,5
E2F3,7,2,123,27,38
CDKAL1,3,2,53,12,14
LINC00581,0,0,0,0,0
SOX4,70,16,1808,454,440
CASC15,1,0,60,9,13
NBAT1,0,0,0,0,0
PRL,0,0,1,0,0
HDGFL1,0,0,0,0,0
LOC105374972,0,0,0,0,0
NRSN1,0,0,2,0,0
DCDC2,2,0,0,1,2
KAAG1,0,0,0,0,0
MRS2,15,2,63,25,337
GPLD1,0,1,9,0,1
ALDH5A1,0,0,24,1,2
KIAA0319,0,0,0,0,2
TDP2,10,3,93,20,85
ACOT13,14,8,397,31,196
C6orf62,9,3,176,37,108
GMNN,66,14,975,91,214
ARMH2,0,0,0,0,0
RIPOR2,0,0,80,6,10
CMAHP,0,0,0,0,0
LOC101928663,0,0,0,0,0
CARMIL1,0,0,11,1,22
SCGN,0,0,0,0,0
H2AC1,0,0,0,0,0
H2BC1,0,0,0,0,0
H2AC2P,0,0,0,0,0
SLC17A4,0,0,0,0,0
SLC17A1,0,0,0,0,0
SLC17A3,0,0,0,0,0
SLC17A2,0,0,0,0,0
TRIM38,0,0,1,0,3
H1-1,7,0,2,0,0
H3C1,1,0,1,0,0
H4C1,0,0,0,0,0
H4C2,0,0,1,0,0
H3C2,2,0,11,1,0
H2AC4,0,0,3,1,1
H2BC3,0,0,0,0,0
H3C3,0,0,0,0,0
H1-2,9,1,371,23,144
LOC108783645,0,0,0,0,0
HFE,0,0,1,0,1
H4C3,135,15,1374,186,181
H1-6,0,0,0,0,0
H2BC4,0,0,3,0,0
H2AC6,2,0,13,1,3
H1-4,4,0,190,14,13
H2BC5,1,0,10,0,7
H2BC6,0,0,0,0,0
H4C4,0,0,9,3,1
H3C4,2,0,11,2,2
H2AC7,0,0,0,0,0
H2BC7,0,0,3,0,0
H4C5,0,0,1,1,2
H2BC8,0,0,0,0,0
H2AC8,0,0,18,1,1
H3C6,0,0,1,0,1
H1-3,27,3,326,14,38
H4C6,1,0,0,0,0
H4C7,0,0,0,0,0
H3C7,3,0,9,0,0
H2BC9,2,1,26,3,2
H3C8,0,0,22,0,11
H2BC10,0,0,2,0,0
H4C8,1,0,1,0,0
BTN3A2,2,0,6,1,1
BTN2A2,1,1,21,3,2
BTN3A1,0,0,1,0,0
BTN2A3P,1,1,8,0,1
BTN3A3,0,0,0,0,0
BTN2A1,2,0,62,15,10
LOC285819,0,0,0,0,0
BTN1A1,0,0,0,0,0
HCG11,1,1,28,5,14
HMGN4,9,6,282,53,85
LOC105374988,0,0,0,0,0
ABT1,17,0,363,72,161
ZNF322,6,4,235,33,54
GUSBP2,0,0,2,0,1
LINC00240,0,0,0,1,1
LOC100270746,1,0,24,0,10
H2BC11,0,0,3,1,0
H2AC11,1,0,29,2,2
H2BC12,10,0,264,70,138
H4C9,1,0,3,0,0
H2AC12,1,0,28,2,0
MIR3143,0,0,0,0,0
PRSS16,3,1,18,2,14
POM121L2,0,0,0,0,0
VN1R10P,0,0,0,0,0
ZNF204P,0,1,16,1,27
ZNF391,1,0,11,4,10
ZNF184,2,0,31,3,8
LINC01012,0,0,0,0,0
LOC100131289,0,0,0,0,2
H2BC13,0,0,0,1,0
H2AC13,1,0,3,0,0
H3C10,0,0,1,0,0
H2AC14,0,0,4,4,0
H2BC14,3,0,0,0,0
H4C11,1,0,0,0,2
H4C12,0,0,1,0,0
H2AC15,1,0,6,0,0
H2BC15,0,0,4,1,1
H2AC16,0,0,5,1,1
H1-5,18,1,310,12,20
H3C11,0,0,1,0,0
H4C13,0,0,0,0,0
H3C12,1,0,6,1,0
H2AC17,6,1,96,11,7
H2BC17,0,0,1,0,1
OR2B2,0,0,0,0,0
OR2B6,0,0,4,0,0
OR1F12,0,0,0,0,0
ZNF165,2,0,9,2,5
ZSCAN12P1,0,0,0,1,0
ZSCAN16-AS1,7,4,106,11,18
ZSCAN16,7,1,82,8,12
ZKSCAN8,1,0,27,6,10
ZNF192P1,0,0,1,0,0
TOB2P1,2,0,11,3,2
ZSCAN9,2,0,54,7,17
ZKSCAN4,2,0,22,7,12
NKAPL,0,0,0,0,0
ZSCAN26,7,1,61,11,8
PGBD1,7,1,92,17,16
ZSCAN31,0,1,13,0,2
ZKSCAN3,1,0,12,3,7
ZSCAN12,3,1,33,3,13
ZSCAN23,1,0,2,1,0
GPX6,0,0,0,0,0
GPX5,0,0,0,0,1
ZBED9,1,1,13,2,7
LINC00533,0,0,0,0,0
LINC01623,0,0,0,0,0
HCG14,0,0,0,0,0
TRIM27,17,1,254,36,124
LINC01556,0,0,0,0,0
HCG15,0,0,3,0,0
ZNF311,0,0,0,0,0
LOC100129636,0,0,0,0,0
OR2W1,0,0,0,0,0
OR2B3,0,0,0,0,0
OR2J1,0,0,0,0,0
OR2J3,0,0,0,0,0
OR2J2,0,0,0,0,0
LOC101929006,0,0,0,0,0
OR14J1,0,0,0,0,0
OR5V1,0,0,0,0,0
OR12D3,0,0,0,0,0
OR12D2,0,0,0,0,0
OR12D1,0,0,0,0,0
OR11A1,0,0,0,0,0
OR10C1,0,0,0,0,0
OR2H1,0,0,0,0,0
MAS1L,0,0,0,0,0
LINC01015,0,0,0,0,0
UBD,0,0,3,0,0
SNORD32B,0,0,0,0,0
OR2H2,0,0,0,0,0
GABBR1,7,2,105,9,24
MOG,0,0,0,0,0
ZFP57,0,0,3,1,0
HLA-F,0,0,0,0,1
HLA-F-AS1,0,0,1,0,5
IFITM4P,0,0,0,0,0
HCG4,0,0,0,0,0
HLA-V,0,0,0,0,0
HLA-G,0,0,0,1,0
HCP5B,0,0,0,0,0
HLA-H,0,0,0,0,0
HCG4B,0,0,0,0,0
HLA-A,39,10,211,87,124
HCG9,0,0,0,0,1
ZNRD1ASP,3,0,23,3,4
HLA-J,0,0,0,0,0
ZNRD1,24,8,403,38,162
PPP1R11,13,5,336,38,80
RNF39,0,0,0,0,1
TRIM31,0,0,0,0,0
TRIM31-AS1,0,0,0,0,0
TRIM40,0,0,0,0,0
TRIM10,0,0,0,0,0
TRIM15,1,0,0,0,0
TRIM26,1,0,59,8,20
HCG17,0,0,11,2,3
HLA-L,1,1,1,0,2
HCG18,14,4,112,22,28
TRIM39,0,0,23,8,6
TRIM39-RPP21,0,0,1,0,0
RPP21,6,0,23,7,10
HLA-E,3,4,86,16,43
LINC02569,0,0,0,0,0
GNL1,15,1,152,36,78
PRR3,3,1,57,4,9
ABCF1,42,12,430,82,187
MIR877,0,0,0,0,0
PPP1R10,23,8,338,34,106
MRPS18B,37,6,447,65,182
ATAT1,8,0,121,19,35
C6orf136,6,0,59,4,21
DHX16,4,1,138,23,38
PPP1R18,7,0,189,46,35
NRM,3,2,135,10,27
MDC1,12,1,135,21,28
MDC1-AS1,0,0,0,0,0
TUBB,771,162,16345,1438,3824
FLOT1,28,4,383,70,124
IER3-AS1,0,0,13,1,2
IER3,190,5,1761,525,799
HCG20,0,1,2,1,0
LINC00243,0,0,0,0,1
LINC02570,1,0,0,0,0
DDR1,21,5,461,41,35
MIR4640,0,0,0,0,0
GTF2H4,7,0,181,24,36
VARS2,1,0,43,6,10
SFTA2,0,0,0,0,0
MUCL3,0,0,0,0,0
HCG21,0,0,0,0,0
MUC21,0,0,0,0,0
MUC22,0,0,0,0,0
HCG22,0,0,0,0,0
C6orf15,0,0,0,2,0
PSORS1C1,0,0,0,2,0
CDSN,0,0,0,0,0
PSORS1C2,0,1,0,0,2
CCHCR1,7,2,97,8,22
TCF19,3,0,69,7,16
POU5F1,56,26,400,89,1947
PSORS1C3,0,0,0,0,0
HCG27,0,0,0,0,0
HLA-C,22,5,209,56,366
LINC02571,0,0,0,0,0
HLA-B,9,5,57,32,114
MIR6891,0,0,0,0,0
MICA-AS1,0,0,3,0,0
MICA,1,1,89,9,20
LINC01149,0,0,0,0,0
HCP5,0,0,0,0,2
HCG26,0,0,0,0,0
MICB-DT,0,0,4,1,1
MICB,1,0,7,4,23
MCCD1,0,0,0,0,0
ATP6V1G2-DDX39B,0,1,7,2,5
DDX39B,0,0,0,0,0
SNORD117,0,0,0,0,0
SNORD84,0,0,0,0,0
DDX39B-AS1,0,0,0,0,0
ATP6V1G2,1,0,29,6,2
NFKBIL1,6,2,129,30,46
LOC100287329,0,0,0,0,0
LTA,0,0,0,0,0
TNF,0,0,0,0,0
LTB,1,0,0,0,0
LST1,0,0,0,0,0
NCR3,0,0,0,0,0
AIF1,0,4,1,0,3
PRRC2A,11,4,233,33,128
SNORA38,0,0,0,0,0
MIR6832,0,0,0,0,0
BAG6,14,4,355,48,137
APOM,1,0,49,7,2
C6orf47,12,2,132,16,32
GPANK1,16,1,168,24,51
CSNK2B,59,15,1073,144,352
LY6G5B,0,0,1,0,0
LY6G5C,0,0,2,1,1
ABHD16A,12,3,300,25,94
MIR4646,0,0,0,0,0
LY6G6F,0,0,0,0,0
LY6G6F-LY6G6D,1,0,0,0,2
LY6G6E,0,0,0,0,0
LY6G6D,0,0,0,0,0
LY6G6C,1,0,0,0,0
MPIG6B,0,0,0,0,0
DDAH2,68,22,1647,209,488
CLIC1,285,48,3906,812,1609
MSH5,0,0,1,0,0
MSH5-SAPCD1,0,0,0,0,0
SAPCD1,0,0,0,0,0
SAPCD1-AS1,0,0,0,0,0
VWA7,0,0,0,0,0
VARS1,24,2,206,21,82
LSM2,87,31,1568,196,472
HSPA1L,1,0,8,1,0
HSPA1A,27,4,110,61,72
HSPA1B,2,2,84,12,38
SNHG32,13,4,197,46,80
SNORD48,0,0,0,0,0
SNORD52,0,0,0,0,0
NEU1,19,1,457,66,233
SLC44A4,0,0,3,0,1
EHMT2,38,8,500,38,77
C2,1,0,0,0,0
ZBTB12,2,0,28,1,0
C2-AS1,0,0,0,1,0
CFB,0,0,0,0,0
NELFE,33,7,537,102,163
MIR1236,0,0,0,0,0
SKIV2L,5,2,32,4,24
DXO,6,1,82,8,16
STK19,6,3,144,27,43
C4A,0,0,0,0,0
C4B,0,0,0,0,0
C4B-2,0,0,0,0,0
LOC110384692,0,0,0,0,0
CYP21A1P,0,0,0,0,0
TNXA,0,0,0,0,0
TNXB,0,0,0,0,0
CYP21A2,0,0,0,0,0
ATF6B,0,2,62,5,19
FKBPL,4,1,132,24,26
PRRT1,0,0,9,0,0
LOC100507547,3,0,10,1,2
PPT2,5,2,62,12,22
PPT2-EGFL8,0,0,1,0,2
EGFL8,0,0,0,0,0
AGPAT1,20,1,348,34,80
MIR6721,0,0,0,0,0
RNF5,27,5,353,56,81
MIR6833,0,0,0,0,0
AGER,1,0,5,0,3
PBX2,7,0,134,15,70
GPSM3,2,0,23,7,37
NOTCH4,0,0,24,2,1
TSBP1-AS1,1,0,1,0,0
TSBP1,0,0,0,0,0
HCG23,0,0,0,0,0
BTNL2,0,0,0,0,0
HLA-DRA,0,0,0,0,0
HLA-DRB5,0,0,0,0,0
HLA-DRB6,0,0,0,0,0
HLA-DRB1,1,0,23,5,4
HLA-DQA1,0,0,0,0,0
HLA-DQB1,1,1,1,0,1
HLA-DQB1-AS1,0,0,0,0,0
HLA-DQA2,0,0,0,0,0
MIR3135B,0,0,0,0,0
HLA-DQB2,0,0,0,0,0
HLA-DOB,0,0,0,0,0
TAP2,0,0,1,0,0
PSMB8,2,0,1,0,2
PSMB8-AS1,1,0,0,0,1
TAP1,1,3,1,1,2
PSMB9,0,1,0,0,0
LOC100294145,8,2,97,13,18
HLA-DMB,1,1,0,0,0
HLA-DMA,1,0,22,1,19
BRD2,27,0,403,85,161
HLA-DOA,2,0,1,0,2
HLA-DPA1,1,1,5,1,3
HLA-DPB1,18,3,96,29,11
HLA-DPB2,0,0,0,0,0
HCG24,0,0,1,0,0
COL11A2,1,0,1,0,0
RXRB,2,0,60,8,10
SLC39A7,14,2,522,62,159
HSD17B8,0,1,34,1,8
MIR219A1,0,0,0,0,0
RING1,10,1,162,16,38
HCG25,0,0,0,0,0
VPS52,1,0,33,6,15
RPS18,1775,471,16782,3381,13060
B3GALT4,1,1,20,0,5
WDR46,23,4,331,56,113
MIR6873,0,0,0,0,0
PFDN6,18,8,297,69,143
MIR6834,0,0,0,0,0
RGL2,3,1,86,5,36
TAPBP,1,1,53,10,6
ZBTB22,1,3,65,12,16
DAXX,21,4,240,39,63
SMIM40,0,0,0,0,0
KIFC1,10,3,245,38,53
PHF1,4,2,136,15,41
CUTA,170,35,3261,295,522
SYNGAP1,5,3,70,3,10
MIR5004,0,0,0,0,0
ZBTB9,8,1,39,7,9
BAK1,6,0,128,22,59
GGNBP1,0,0,0,0,0
LINC00336,0,0,0,0,0
ITPR3,0,1,4,0,16
LOC101929188,1,2,16,6,6
UQCC2,85,18,939,132,291
MIR3934,0,0,0,0,0
IP6K3,0,0,3,0,0
LEMD2,1,1,97,7,11
MLN,0,0,3,0,0
LINC01016,0,0,0,0,0
MIR7159,0,0,0,0,0
MIR1275,0,0,0,0,0
GRM4,0,0,2,1,11
HMGA1,659,134,8104,1532,2484
MIR6835,0,0,0,0,0
SMIM29,3,1,31,6,15
NUDT3,9,1,167,29,39
RPS10-NUDT3,2,0,1,2,1
RPS10,133,53,981,328,1342
PACSIN1,0,0,1,0,7
SPDEF,0,0,1,1,1
ILRUN,10,1,75,19,27
LOC101929243,0,0,5,1,6
SNRPC,63,12,1141,181,319
UHRF1BP1,2,0,38,6,10
TAF11,14,3,376,60,137
ANKS1A,5,1,99,14,30
TCP11,0,0,0,0,0
SCUBE3,3,1,139,2,5
ZNF76,1,0,79,15,21
DEF6,0,0,3,1,5
PPARD,4,1,37,2,8
FANCE,1,0,68,6,7
RPL10A,727,195,9191,1693,4063
MIR7111,0,0,0,0,0
TEAD3,3,1,147,31,39
TULP1,0,0,1,0,1
FKBP5,6,3,135,10,11
MIR5690,0,0,0,0,0
LOC285847,0,0,0,0,0
ARMC12,0,0,6,0,0
CLPSL2,0,0,3,1,0
CLPSL1,0,0,0,0,0
CLPS,0,0,0,0,0
LHFPL5,0,0,0,0,0
SRPK1,62,18,1057,142,165
SLC26A8,0,0,0,0,0
MAPK14,2,0,45,10,33
MAPK13,0,0,2,1,8
BRPF3,10,4,56,12,20
PNPLA1,0,0,0,0,0
BNIP5,0,0,0,0,0
ETV7,0,0,2,2,3
PXT1,0,0,1,0,0
KCTD20,12,2,190,22,36
STK38,4,0,38,11,30
SRSF3,285,66,5043,900,1600
MIR3925,0,0,0,0,0
PANDAR,0,0,0,0,0
CDKN1A,3,1,81,23,41
DINOL,0,0,0,0,0
RAB44,0,0,0,0,0
CPNE5,0,0,0,0,2
PPIL1,14,6,522,76,111
C6orf89,2,1,100,6,20
PI16,0,0,0,0,0
MTCH1,125,19,2097,348,572
FGD2,0,0,0,0,0
PIM1,14,2,200,49,63
TMEM217,0,0,1,0,0
TBC1D22B,2,0,14,3,9
RNF8,21,1,268,38,99
CMTR1,3,0,56,8,14
CCDC167,24,11,588,86,389
LINC02520,0,0,0,0,0
MIR4462,0,0,0,0,0
MDGA1,0,0,1,1,1
ZFAND3,14,4,202,37,56
BTBD9,0,0,9,1,2
BTBD9-AS1,0,0,0,0,0
GLO1,96,18,1647,162,497
DNAH8,0,0,2,0,0
DNAH8-AS1,0,0,0,0,0
GLP1R,0,0,2,0,0
MIR9983,0,0,0,0,0
SAYSD1,5,1,138,21,28
KCNK5,4,1,6,2,10
KCNK17,0,0,0,0,5
KCNK16,0,0,0,0,0
KIF6,0,0,5,0,1
DAAM2,0,0,4,0,1
DAAM2-AS1,0,0,0,0,0
MOCS1,0,1,35,4,4
LINC00951,0,0,0,0,0
TDRG1,0,0,0,0,0
LRFN2,0,0,0,0,2
LOC101929555,0,0,2,0,2
UNC5CL,0,0,0,0,5
TSPO2,0,0,0,0,0
APOBEC2,0,0,1,0,0
OARD1,21,8,372,65,124
NFYA,2,1,45,4,22
ADCY10P1,0,0,0,0,2
TREML1,0,0,0,0,6
TREM2,0,0,1,0,3
TREML2,0,0,0,0,0
TREML3P,0,0,0,0,0
TREML4,0,0,0,0,0
TREML5P,0,0,0,0,0
TREM1,0,0,0,0,0
NCR2,0,0,0,0,0
LINC01276,0,0,0,0,0
FOXP4-AS1,0,0,1,1,3
FOXP4,4,4,121,11,22
MIR4641,0,0,0,0,0
MDFI,32,5,422,30,185
TFEB,1,0,1,1,2
MIR10398,0,0,0,0,0
PGC,0,0,0,0,1
FRS3,0,0,16,2,8
PRICKLE4,0,0,1,0,0
TOMM6,136,38,1827,301,787
USP49,3,2,34,5,2
MED20,7,0,75,18,38
BYSL,18,1,174,38,87
CCND3,4,0,151,13,78
TAF8,2,1,42,8,10
C6orf132,0,0,1,2,35
GUCA1A,2,1,15,3,7
LOC114841037,0,0,0,0,0
GUCA1B,0,0,2,1,1
MRPS10,27,4,361,87,158
TRERF1,7,1,21,3,5
UBR2,7,1,78,15,15
PRPH2,0,0,0,0,0
ATP6V0CP3,0,0,0,0,0
TBCC,11,2,182,33,88
BICRAL,2,0,9,1,2
LOC401261,2,0,26,4,9
RPL7L1,38,5,769,148,240
C6orf226,3,1,102,24,32
PTCRA,0,0,1,0,0
CNPY3,31,6,455,66,126
CNPY3-GNMT,0,0,1,0,0
GNMT,0,0,0,0,0
PEX6,3,3,27,2,22
PPP2R5D,5,1,68,10,31
MEA1,56,14,748,91,218
KLHDC3,24,4,477,49,124
RRP36,74,11,816,107,368
CUL7,2,2,49,5,16
MRPL2,14,4,263,57,92
KLC4,1,0,22,3,13
PTK7,5,3,150,21,166
SRF,1,0,93,13,39
CUL9,0,0,13,1,4
DNPH1,29,14,484,45,143
TTBK1,0,0,3,1,2
SLC22A7,0,0,0,0,0
CRIP3,5,5,24,1,4
ZNF318,3,0,51,5,19
ABCC10,1,2,20,2,5
MIR6780B,0,0,0,0,0
DLK2,0,0,11,1,0
TJAP1,5,0,60,10,23
LRRC73,0,0,16,2,0
YIPF3,19,7,670,73,187
POLR1C,10,2,172,25,59
XPO5,6,1,83,17,44
POLH,3,2,33,5,8
GTPBP2,3,0,29,4,6
MAD2L1BP,7,1,125,29,48
RSPH9,0,0,19,3,4
MRPS18A,20,3,287,49,127
VEGFA,4,1,61,20,28
LINC02537,0,0,0,0,0
LINC01512,0,0,0,0,0
LOC101929705,0,1,1,0,1
C6orf223,0,0,1,0,2
MRPL14,99,31,1259,133,573
TMEM63B,7,1,52,6,33
CAPN11,0,0,0,0,1
MYMX,0,2,8,1,0
SLC29A1,15,7,95,10,43
HSP90AB1,848,116,11939,1892,3301
SLC35B2,14,2,189,17,81
MIR4647,0,0,0,0,0
NFKBIE,4,5,54,6,10
TMEM151B,1,0,14,1,0
TCTE1,0,0,0,0,0
AARS2,6,0,40,2,9
SPATS1,0,0,1,0,0
CDC5L,31,4,558,68,111
MIR4642,0,0,0,0,0
LOC105375075,0,0,0,0,0
SUPT3H,9,2,156,30,65
MIR586,0,0,0,0,0
RUNX2,0,0,1,0,0
CLIC5,0,0,0,0,0
ENPP4,0,0,9,5,8
ENPP5,0,0,0,0,3
RCAN2,4,1,37,11,34
LOC101926915,0,0,0,0,0
LOC101926898,0,0,0,0,0
CYP39A1,0,0,4,1,0
SLC25A27,1,0,4,1,0
LOC101926934,0,0,0,0,0
TDRD6,0,0,0,1,0
PLA2G7,1,0,8,1,2
ANKRD66,0,0,1,0,0
MEP1A,0,0,0,0,0
ADGRF5,0,0,0,0,0
ADGRF5-AS1,0,0,0,0,0
ADGRF1,0,0,0,0,0
TNFRSF21,5,1,90,17,72
CD2AP,14,3,62,23,57
ADGRF2,0,0,1,0,4
ADGRF4,0,0,0,0,1
OPN5,0,0,0,0,0
PTCHD4,1,0,9,1,4
MMUT,5,1,136,15,9
CENPQ,11,4,126,15,31
GLYATL3,0,0,0,0,0
C6orf141,12,3,28,17,0
RHAG,0,0,1,0,2
CRISP2,0,0,0,0,0
CRISP3,0,0,0,0,1
PGK2,0,0,0,0,0
LOC101927020,0,0,0,0,0
LOC101927048,0,0,0,0,0
CRISP1,0,0,0,0,1
DEFB133,0,0,0,0,0
DEFB114,0,0,0,0,0
DEFB113,0,0,0,0,0
DEFB110,0,0,0,0,0
DEFB112,0,0,0,0,0
TFAP2D,0,0,0,0,0
TFAP2B,2,7,38,3,0
PKHD1,0,0,0,0,0
LOC101927082,0,0,0,0,0
MIR206,0,0,0,0,0
LINCMD1,0,0,0,0,0
MIR133B,0,0,0,0,0
IL17A,0,0,0,0,0
IL17F,0,0,0,0,0
MCM3,58,11,1028,83,182
PAQR8,2,1,33,2,6
EFHC1,10,4,218,33,14
TRAM2,1,2,76,12,27
TRAM2-AS1,0,0,35,6,4
LOC730101,1,0,28,4,1
TMEM14A,8,3,132,13,104
GSTA7P,0,0,0,0,0
GSTA2,0,0,0,0,0
GSTA1,1,0,3,2,3
GSTA5,0,0,0,0,0
GSTA3,0,0,0,0,2
GSTA4,7,6,323,25,67
RN7SK,0,0,9,2,1
CILK1,2,1,55,21,18
FBXO9,9,3,163,30,103
GCM1,0,0,0,0,0
ELOVL5,11,0,149,19,78
MIR5685,0,0,0,0,0
RPS16P5,0,0,1,0,2
GCLC,2,0,60,10,34
LOC101927136,0,0,0,0,0
LINC01564,0,0,0,0,0
KLHL31,0,0,0,0,0
LRRC1,1,0,46,0,6
LOC101927189,0,0,0,0,0
MLIP-IT1,0,0,0,0,0
MLIP,0,0,0,0,0
MLIP-AS1,0,0,0,0,0
TINAG,0,0,0,0,0
FAM83B,0,0,2,0,17
HCRTR2,0,0,2,1,1
GFRAL,0,0,0,0,0
HMGCLL1,0,0,10,0,3
BMP5,0,0,37,0,11
COL21A1,0,0,2,0,9
DST,34,6,287,51,101
DST-AS1,0,0,4,2,0
BEND6,2,0,13,7,2
KIAA1586,18,3,241,32,38
ZNF451,5,1,111,18,37
ZNF451-AS1,0,0,0,0,0
BAG2,14,1,98,13,162
RAB23,1,0,58,5,17
LOC100506188,0,0,0,0,0
PRIM2,8,3,190,21,42
MIR548U,0,0,0,0,0
GUSBP4,1,1,18,2,3
LINC00680-GUSBP4,0,0,0,0,0
LINC00680,0,1,27,4,5
KHDRBS2,1,0,54,1,5
MTRNR2L9,0,0,8,0,0
LGSN,0,0,0,0,1
PTP4A1,15,2,285,100,78
PHF3,41,5,431,50,103
EYS,0,0,0,0,0
SCAT8,0,0,0,0,0
LOC441155,0,0,0,0,0
SLC25A51P1,0,0,0,0,0
LOC102723883,0,0,0,0,0
LINC02549,0,0,0,0,0
LOC101928307,0,0,2,0,0
ADGRB3,1,0,12,0,0
LMBRD1,6,1,55,5,38
