H1.1,H6.1
OR2J2,0,0
LOC101929006,0,0
OR14J1,0,0
OR5V1,0,0
OR12D3,0,0
OR12D2,0,0
OR12D1,0,0
OR11A1,0,0
OR10C1,0,0
OR2H1,0,0
MAS1L,0,0
LINC01015,0,0
UBD,0,0
SNORD32B,0,0
OR2H2,0,0
GABBR1,0,1
MOG,0,0
ZFP57,0,0
HLA-F,0,0
HLA-F-AS1,0,0
IFITM4P,0,0
HCG4,0,0
HLA-V,0,0
HLA-G,0,0
HCP5B,0,1
HLA-H,0,0
HCG4B,0,0
HLA-A,0,19
HCG9,0,0
ZNRD1ASP,0,0
HLA-J,0,0
ZNRD1,0,13
PPP1R11,3,10
RNF39,0,0
TRIM31,0,0
TRIM31-AS1,0,0
TRIM40,0,0
TRIM10,0,0
TRIM15,0,0
TRIM26,0,2
HCG17,0,1
HLA-L,0,0
HCG18,0,2
TRIM39,1,0
TRIM39-RPP21,0,0
RPP21,0,1
HLA-E,0,13
LINC02569,0,0
GNL1,2,10
PRR3,0,1
ABCF1,0,9
MIR877,0,0
PPP1R10,1,6
MRPS18B,0,7
ATAT1,1,0
C6orf136,1,2
DHX16,0,3
PPP1R18,2,10
NRM,1,0
MDC1,0,3
MDC1-AS1,0,0
TUBB,13,133
FLOT1,1,11
IER3-AS1,0,0
IER3,5,95
HCG20,0,0
LINC00243,0,0
LINC02570,0,0
DDR1,1,9
MIR4640,0,0
GTF2H4,0,1
VARS2,0,3
SFTA2,0,0
MUCL3,0,0
HCG21,0,0
MUC21,0,0
MUC22,0,0
HCG22,0,0
C6orf15,0,0
PSORS1C1,0,4
CDSN,0,0
PSORS1C2,0,0
CCHCR1,0,3
TCF19,0,0
POU5F1,0,0
PSORS1C3,0,0
HCG27,0,0
HLA-C,0,78
LINC02571,0,0
HLA-B,0,33
MIR6891,0,0
MICA-AS1,0,1
MICA,0,10
LINC01149,0,0
HCP5,0,1
HCG26,0,0
MICB-DT,0,0
MICB,0,1
MCCD1,0,0
ATP6V1G2-DDX39B,0,0
DDX39B,0,0
SNORD117,0,0
SNORD84,0,0
DDX39B-AS1,0,0
ATP6V1G2,0,0
NFKBIL1,1,7
LOC100287329,0,0
LTA,0,0
TNF,0,0
LTB,0,0
LST1,0,0
NCR3,0,0
AIF1,0,0
PRRC2A,0,8
SNORA38,0,0
MIR6832,0,0
BAG6,0,5
APOM,0,0
C6orf47,0,0
GPANK1,0,5
CSNK2B,0,27
LY6G5B,0,0
LY6G5C,0,1
ABHD16A,0,3
MIR4646,0,0
LY6G6F,0,0
LY6G6F-LY6G6D,0,0
LY6G6E,0,0
LY6G6D,0,0
LY6G6C,0,0
MPIG6B,0,0
DDAH2,2,18
CLIC1,10,86
MSH5,0,0
MSH5-SAPCD1,0,0
SAPCD1,0,0
SAPCD1-AS1,0,1
VWA7,0,0
VARS1,0,6
LSM2,1,13
HSPA1L,0,0
HSPA1A,0,3
HSPA1B,0,4
SNHG32,4,13
SNORD48,0,0
SNORD52,0,0
NEU1,0,14
SLC44A4,0,0
EHMT2,0,1
C2,0,0
ZBTB12,0,0
C2-AS1,0,0
CFB,0,1
NELFE,0,5
MIR1236,0,0
SKIV2L,0,1
DXO,0,1
STK19,0,5
C4A,0,0
C4B,0,0
C4B-2,0,0
LOC110384692,0,0
CYP21A1P,0,0
TNXA,0,0
TNXB,0,0
CYP21A2,0,0
ATF6B,0,6
FKBPL,0,4
PRRT1,0,0
LOC100507547,0,1
PPT2,0,0
PPT2-EGFL8,0,0
EGFL8,0,0
AGPAT1,1,9
MIR6721,0,0
RNF5,1,8
MIR6833,0,0
AGER,0,0
PBX2,0,3
GPSM3,1,1
NOTCH4,0,0
TSBP1-AS1,0,0
TSBP1,0,0
HCG23,0,0
BTNL2,0,0
HLA-DRA,0,0
HLA-DRB5,0,0
HLA-DRB6,0,0
HLA-DRB1,0,0
HLA-DQA1,0,0
HLA-DQB1,0,0
HLA-DQB1-AS1,0,0
HLA-DQA2,0,0
MIR3135B,0,0
HLA-DQB2,0,0
HLA-DOB,0,0
TAP2,0,0
PSMB8,0,4
PSMB8-AS1,0,0
TAP1,0,6
PSMB9,0,0
LOC100294145,0,0
HLA-DMB,0,0
HLA-DMA,0,4
BRD2,0,5
HLA-DOA,0,0
HLA-DPA1,0,0
HLA-DPB1,0,0
HLA-DPB2,0,0
HCG24,0,0
COL11A2,0,0
RXRB,0,4
SLC39A7,0,16
HSD17B8,0,1
MIR219A1,0,0
RING1,1,4
HCG25,0,0
VPS52,0,1
RPS18,43,658
B3GALT4,0,1
WDR46,0,4
MIR6873,0,0
PFDN6,2,5
MIR6834,0,0
RGL2,0,0
TAPBP,0,4
ZBTB22,0,1
DAXX,0,3
SMIM40,0,0
KIFC1,0,0
PHF1,0,2
CUTA,3,83
SYNGAP1,0,3
MIR5004,0,0
ZBTB9,1,0
BAK1,0,5
GGNBP1,0,0
LINC00336,0,0
ITPR3,0,4
LOC101929188,0,0
UQCC2,3,35
MIR3934,0,0
IP6K3,0,0
LEMD2,0,2
MLN,0,0
LINC01016,0,0
MIR7159,0,0
MIR1275,0,0
GRM4,0,0
HMGA1,0,4
MIR6835,0,0
SMIM29,1,9
NUDT3,0,2
RPS10-NUDT3,0,0
RPS10,5,113
PACSIN1,0,0
SPDEF,0,0
ILRUN,0,2
LOC101929243,0,0
SNRPC,0,14
UHRF1BP1,0,4
TAF11,2,10
ANKS1A,0,1
TCP11,0,0
SCUBE3,0,3
ZNF76,0,3
DEF6,0,0
PPARD,0,0
FANCE,0,0
RPL10A,12,176
MIR7111,0,0
TEAD3,0,8
TULP1,0,0
FKBP5,0,1
MIR5690,0,0
LOC285847,0,0
ARMC12,0,0
CLPSL2,0,0
CLPSL1,0,0
CLPS,0,0
LHFPL5,0,0
SRPK1,1,1
SLC26A8,0,0
MAPK14,0,0
MAPK13,0,0
BRPF3,0,2
PNPLA1,0,0
BNIP5,0,0
ETV7,0,1
PXT1,0,0
KCTD20,0,7
STK38,0,7
SRSF3,4,45
MIR3925,0,0
PANDAR,0,0
CDKN1A,3,53
DINOL,0,0
RAB44,0,0
CPNE5,0,0
PPIL1,2,2
C6orf89,0,8
PI16,0,0
MTCH1,5,46
FGD2,0,0
PIM1,0,1
TMEM217,0,0
TBC1D22B,0,1
RNF8,0,1
CMTR1,0,2
CCDC167,0,6
LINC02520,0,0
MIR4462,0,0
MDGA1,0,0
ZFAND3,0,6
BTBD9,0,2
BTBD9-AS1,0,0
GLO1,0,11
DNAH8,0,0
DNAH8-AS1,0,0
GLP1R,0,0
MIR9983,0,0
SAYSD1,0,4
KCNK5,0,0
KCNK17,0,0
KCNK16,0,0
KIF6,0,0
DAAM2,0,2
DAAM2-AS1,0,0
MOCS1,0,0
LINC00951,0,0
TDRG1,0,0
LRFN2,0,0
LOC101929555,0,0
UNC5CL,0,0
TSPO2,0,0
APOBEC2,0,0
OARD1,0,5
NFYA,0,5
ADCY10P1,0,1
TREML1,0,0
TREM2,0,0
TREML2,0,0
TREML3P,0,0
TREML4,0,0
TREML5P,0,0
TREM1,0,2
NCR2,0,0
LINC01276,0,0
FOXP4-AS1,0,0
FOXP4,0,0
MIR4641,0,0
MDFI,0,5
TFEB,0,0
MIR10398,0,0
PGC,0,0
FRS3,0,1
PRICKLE4,0,0
TOMM6,3,51
USP49,0,0
MED20,0,0
BYSL,1,4
CCND3,0,14
TAF8,0,2
C6orf132,0,0
GUCA1A,0,0
LOC114841037,0,0
GUCA1B,0,0
MRPS10,1,8
TRERF1,0,1
UBR2,0,7
PRPH2,0,0
ATP6V0CP3,0,0
TBCC,0,4
BICRAL,0,1
LOC401261,0,0
RPL7L1,1,6
C6orf226,0,1
PTCRA,0,0
CNPY3,1,10
CNPY3-GNMT,0,0
GNMT,0,0
PEX6,0,2
PPP2R5D,0,1
MEA1,4,19
KLHDC3,1,6
RRP36,1,10
CUL7,0,4
MRPL2,0,2
KLC4,0,1
PTK7,1,47
SRF,0,3
CUL9,0,2
DNPH1,0,19
TTBK1,0,0
SLC22A7,0,0
CRIP3,0,0
ZNF318,0,1
ABCC10,0,2
MIR6780B,0,0
DLK2,0,0
TJAP1,0,6
LRRC73,0,0
YIPF3,1,24
POLR1C,0,6
XPO5,0,2
POLH,0,2
GTPBP2,0,2
MAD2L1BP,0,5
RSPH9,0,0
MRPS18A,0,8
VEGFA,1,9
LINC02537,0,0
LINC01512,0,0
LOC101929705,0,0
C6orf223,0,0
MRPL14,3,33
TMEM63B,0,5
CAPN11,0,0
MYMX,0,0
SLC29A1,0,0
HSP90AB1,5,55
SLC35B2,0,18
MIR4647,0,0
NFKBIE,0,0
TMEM151B,0,0
TCTE1,0,0
AARS2,0,0
SPATS1,0,0
CDC5L,0,5
MIR4642,0,0
LOC105375075,0,0
SUPT3H,0,10
MIR586,0,0
RUNX2,0,1
CLIC5,0,0
ENPP4,0,2
ENPP5,0,2
RCAN2,0,0
LOC101926915,0,0
LOC101926898,0,0
CYP39A1,0,0
SLC25A27,0,0
LOC101926934,0,0
TDRD6,0,0
PLA2G7,0,0
ANKRD66,0,0
MEP1A,0,0
ADGRF5,0,0
ADGRF5-AS1,0,0
ADGRF1,0,0
TNFRSF21,0,5
CD2AP,0,2
ADGRF2,0,0
ADGRF4,0,0
OPN5,0,0
PTCHD4,0,1
MMUT,0,1
CENPQ,0,1
GLYATL3,0,0
C6orf141,0,0
RHAG,0,0
CRISP2,0,0
CRISP3,0,0
PGK2,0,0
LOC101927020,0,0
LOC101927048,0,0
CRISP1,0,0
DEFB133,0,0
DEFB114,0,0
DEFB113,0,0
DEFB110,0,0
DEFB112,0,0
TFAP2D,0,0
TFAP2B,0,0
PKHD1,0,0
LOC101927082,0,0
MIR206,0,0
LINCMD1,0,0
MIR133B,0,0
IL17A,0,0
IL17F,0,0
MCM3,0,1
PAQR8,0,0
EFHC1,0,3
TRAM2,1,10
TRAM2-AS1,0,0
LOC730101,0,0
TMEM14A,0,9
GSTA7P,0,0
GSTA2,0,1
GSTA1,0,0
GSTA5,0,0
GSTA3,0,0
GSTA4,0,2
RN7SK,0,0
CILK1,1,2
FBXO9,2,3
GCM1,0,0
ELOVL5,0,24
MIR5685,0,0
RPS16P5,0,0
GCLC,0,10
LOC101927136,0,0
LINC01564,0,0
KLHL31,0,0
LRRC1,0,3
LOC101927189,0,0
MLIP-IT1,0,0
MLIP,0,0
MLIP-AS1,0,0
TINAG,0,0
FAM83B,0,0
HCRTR2,0,0
GFRAL,0,0
HMGCLL1,0,0
BMP5,0,0
COL21A1,1,0
DST,0,10
DST-AS1,0,0
BEND6,0,1
KIAA1586,0,0
ZNF451,0,4
ZNF451-AS1,0,0
BAG2,0,15
RAB23,0,6
LOC100506188,0,0
PRIM2,0,0
MIR548U,0,0
GUSBP4,0,0
LINC00680-GUSBP4,0,0
LINC00680,0,1
KHDRBS2,0,0
MTRNR2L9,0,0
LGSN,0,0
PTP4A1,0,19
PHF3,1,3
EYS,0,0
SCAT8,0,0
LOC441155,0,0
SLC25A51P1,0,0
LOC102723883,0,0
LINC02549,0,0
LOC101928307,0,0
ADGRB3,0,0
LMBRD1,0,7
COL19A1,0,0
COL9A1,0,0
EVADR,0,0
FAM135A-AS1,0,0
FAM135A,0,1
SDHAF4,0,0
SMAP1,0,6
B3GAT2,0,0
OGFRL1,0,29
MIR30C2,0,0
MIR30A,0,0
LINC00472,0,5
LINC01626,0,0
RIMS1,1,1
KCNQ5,0,0
KCNQ5-IT1,0,0
MIR4282,0,0
KCNQ5-AS1,0,0
KHDC1L,0,0
KHDC1,0,1
DPPA5,0,0
KHDC3L,0,0
OOEP,0,0
DDX43,0,0
CGAS,0,0
MTO1,0,2
EEF1A1,30,764
SLC17A5,0,5
LOC101928489,0,0
CD109,0,1
LOC101928516,0,0
COL12A1,0,47
SNORD156,0,0
COX7A2,6,89
TMEM30A,0,19
LOC100506804,0,0
FILIP1,0,1
LOC101928540,0,0
MIR4463,0,0
SENP6,0,8
MYO6,0,3
IMPG1,0,0
LINC02540,0,0
HTR1B,0,0
MEI4,0,0
MIR10524,0,0
IRAK1BP1,0,2
PHIP,0,5
HMGN3,3,31
HMGN3-AS1,0,0
LCAL1,0,0
LCA5,0,2
SH3BGRL2,0,0
LINC01621,0,0
ELOVL4,0,0
TTK,0,0
BCKDHB,0,0
TENT5A,0,4
LINC01526,0,0
LINC02542,0,0
IBTK,1,4
TPBG,0,6
UBE3D,0,1
DOP1A,0,1
PGM3,0,13
RWDD2A,0,4
ME1,0,5
PRSS35,2,4
SNAP91,0,0
LOC105377879,0,0
RIPPLY2,0,0
CYB5R4,0,2
MRAP2,0,0
CEP162,0,0
LINC01611,0,0
TBX18-AS1,0,0
TBX18,1,0
LINC02535,0,0
NT5E,0,17
SNX14,0,9
SYNCRIP,0,7
SNHG5,2,23
SNORD50A,0,0
SNORD50B,0,0
HTR1E,0,0
CGA,0,0
ZNF292,1,2
GJB7,0,0
SMIM8,0,2
C6orf163,0,0
LINC01590,0,0
CFAP206,0,0
SLC35A1,0,2
RARS2,0,10
ORC3,0,3
AKIRIN2,0,4
LOC101928911,0,0
SPACA1,0,0
CNR1,0,0
LOC101928936,0,0
RNGTT,0,1
PNRC1,0,19
SRSF12,0,2
PM20D2,0,1
GABRR1,0,0
GABRR2,0,0
UBE2J1,1,6
RRAGD,0,0
ANKRD6,0,0
LYRM2,0,5
LOC101929057,0,0
MDN1,0,1
CASP8AP2,0,0
GJA10,0,0
BACH2,0,1
MIR4464,0,0
MAP3K7,0,4
MIR4643,0,0
CASC6,0,0
EPHA7,0,0
TSG1,0,0
MANEA-DT,0,0
MANEA,0,2
FUT9,0,0
UFL1,0,3
FHL5,0,0
GPR63,0,0
NDUFAF4,1,8
KLHL32,0,0
MMS22L,0,0
LOC101927314,0,0
MIR2113,0,0
PNKY,0,0
POU3F2,0,0
FBXL4,0,1
FAXC,0,0
COQ3,0,0
PNISR,0,12
LOC101927365,0,0
USP45,0,0
TSTD3,0,2
CCNC,1,7
PRDM13,0,0
MCHR2,0,0
MCHR2-AS1,0,0
SIM1,0,0
ASCC3,0,14
GRIK2,0,0
HACE1,0,2
LIN28B-AS1,0,0
LIN28B,0,0
BVES,0,2
BVES-AS1,0,0
POPDC3,0,0
PREP,0,0
PRDM1,0,1
ATG5,0,9
CRYBG1,0,0
LOC105377924,0,0
RTN4IP1,0,0
QRSL1,0,0
LINC02526,0,0
LINC02532,0,0
MIR587,0,0
CD24,0,11
MTRES1,1,8
BEND3,0,0
PDSS2,0,1
SOBP,0,2
SCML4,0,0
SEC63,0,13
OSTM1,1,8
OSTM1-AS1,0,0
NR2E1,0,0
SNX3,2,65
AFG1L,0,0
FOXO3,0,3
LINC00222,0,0
ARMC2,0,0
ARMC2-AS1,0,0
SESN1,0,3
CEP57L1,0,1
CCDC162P,0,0
CD164,1,34
PPIL6,0,0
SMPD2,0,0
MICAL1,0,2
ZBTB24,0,1
AK9,0,0
FIG4,0,1
GPR6,0,0
WASF1,0,3
CDC40,0,9
METTL24,0,0
DDO,0,0
SLC22A16,0,0
CDK19,0,1
AMD1,0,6
SNORA40C,0,0
GTF3C6,2,26
RPF2,0,11
GSTM2P1,0,0
SLC16A10,0,0
SNORD166,0,0
MFSD4B,0,0
REV3L,0,5
TRAF3IP2-AS1,0,0
TRAF3IP2,0,0
FYN,0,1
LINC02527,0,0
CCN6,0,0
TUBE1,0,4
FAM229B,0,11
LAMA4,0,5
LAMA4-AS1,0,0
RFPL4B,0,0
LINC02518,0,0
LINC02541,0,0
MARCKS,0,134
MROCKI,0,0
FLJ34503,0,0
HDAC2,1,14
HDAC2-AS2,0,0
HS3ST5,0,0
LINC02534,0,0
FRK,0,0
TPI1P3,0,0
NT5DC1,0,1
COL10A1,0,0
TSPYL4,0,2
DSE,0,12
TSPYL1,1,26
LOC100287467,0,0
CALHM6,0,0
TRAPPC3L,0,0
CALHM5,0,1
CALHM4,0,0
RWDD1,1,39
RSPH4A,0,0
ZUP1,0,3
KPNA5,0,3
FAM162B,0,0
GPRC6A,0,0
RFX6,0,0
VGLL2,0,0
ROS1,0,0
DCBLD1,0,14
GOPC,0,15
LOC101927919,0,0
NUS1,0,11
SLC35F1,0,0
LOC105377967,0,0
CEP85L,0,0
BRD7P3,0,0
PLN,0,0
SELENOKP3,0,0
MCM9,0,0
ASF1A,0,6
FAM184A,0,0
MIR548B,0,0
MAN1A1,0,4
LOC285762,0,0
LOC105377975,0,0
MIR3144,0,0
TBC1D32,1,0
GJA1,0,78
HSF2,0,1
SERINC1,0,16
PKIB,1,1
FABP7,0,0
SMPDL3A,0,2
CLVS2,0,0
TRDN,0,0
TRDN-AS1,0,0
NKAIN2,0,2
RNF217-AS1,0,0
RNF217,0,8
TPD52L1,1,12
LOC100126584,0,0
HDDC2,1,14
LINC02523,0,0
HEY2,0,0
NCOA7,0,4
NCOA7-AS1,0,0
HINT3,0,2
TRMT11,0,3
CENPW,0,8
MIR588,0,0
RSPO3,0,12
RNF146,0,3
ECHDC1,0,9
KIAA0408,0,0
SOGA3,0,0
C6orf58,0,0
THEMIS,0,0
PTPRK,0,3
LOC101928140,0,0
LAMA2,0,7
ARHGAP18,0,1
TMEM244,0,0
L3MBTL3,0,0
SAMD3,0,0
TMEM200A,0,2
SMLR1,0,0
EPB41L2,1,0
AKAP7,0,2
ARG1,0,0
MED23,0,3
ENPP3,0,0
OR2A4,0,0
CTAGE9,0,0
MIR548H5,0,0
ENPP1,0,10
CCN2,18,656
MIR548AJ1,0,0
LINC01013,0,0
MOXD1,0,0
STX7,0,8
TAAR9,0,0
TAAR8,0,0
TAAR6,0,0
TAAR5,0,0
TAAR3P,0,0
TAAR2,0,0
TAAR1,0,0
VNN1,0,0
VNN3,0,0
VNN2,0,0
SLC18B1,0,0
RPS12,47,722
SNORD101,0,0
SNORD100,0,0
SNORA33,0,0
LINC00326,0,0
EYA4,0,0
TARID,0,0
LINC01312,0,0
TCF21,0,0
TBPL1,1,4
SLC2A12,0,2
HMGA1P7,0,0
SGK1,1,22
CT69,0,0
LINC01010,0,0
LOC101928304,0,0
ALDH8A1,0,0
HBS1L,0,3
MIR3662,0,0
MYB,0,0
MIR548A2,0,0
AHI1,0,0
LINC00271,0,0
PDE7B,0,0
LOC644135,0,0
MTFR2,0,0
BCLAF1,1,11
MAP7,0,0
MAP3K5,0,0
MAP3K5-AS1,0,0
LOC101928429,0,0
PEX7,0,3
SLC35D3,0,0
NHEG1,0,0
IL20RA,0,0
IL22RA2,0,0
IFNGR1,2,6
OLIG3,0,0
LOC102723649,0,0
LINC02539,0,0
WAKMAR2,0,0
TNFAIP3,0,1
LINC02528,0,0
PERP,2,22
ARFGEF3,0,0
PBOV1,0,0
SMIM28,0,0
HEBP2,3,25
NHSL1,0,6
MIR3145,0,0
FLJ46906,0,4
GVQW2,0,0
CCDC28A,0,2
ECT2L,0,0
REPS1,0,3
ABRACL,1,9
HECA,0,5
TXLNB,0,0
CITED2,4,22
LINC01625,0,0
FILNC1,0,0
LOC100507477,0,0
LOC103352541,0,0
MIR3668,0,0
MIR4465,0,0
NMBR,0,0
GJE1,0,0
VTA1,0,10
ADGRG6,0,0
LOC153910,0,0
HIVEP2,0,1
LINC01277,0,1
AIG1,1,14
ADAT2,0,1
PEX3,2,2
FUCA2,1,10
PHACTR2-AS1,0,0
PHACTR2,2,21
LTV1,1,5
ZC2HC1B,0,0
PLAGL1,0,6
HYMAI,0,0
SF3B5,4,37
STX11,0,0
UTRN,0,1
SNORA98,0,0
EPM2A,0,0
LOC100507557,0,0
FBXO30,0,3
SHPRH,0,1
GRM1,0,0
RAB32,5,38
LOC101928661,0,0
ADGB,0,0
KATNBL1P6,0,0
STXBP5-AS1,0,0
LUADT1,0,0
STXBP5,0,2
SAMD5,0,3
SASH1,0,1
UST,0,1
UST-AS1,0,0
LOC105378047,0,0
TAB2,0,13
TAB2-AS1,0,0
SUMO4,0,1
ZC3H12D,0,0
PPIL4,1,5
GINM1,0,14
RPS18P9,0,1
KATNA1,0,2
LATS1,0,1
LOC645967,0,1
NUP43,0,0
PCMT1,3,14
LRP11,0,1
RAET1E-AS1,0,0
RAET1E,0,0
RAET1G,0,1
LOC105378052,0,0
ULBP2,1,5
ULBP1,0,1
RAET1K,0,0
RAET1L,0,0
ULBP3,0,0
PPP1R14C,0,1
IYD,0,0
PLEKHG1,0,0
MTHFD1L,1,8
MIR12131,0,0
LOC102723831,0,0
AKAP12,0,5
ZBTB2,0,0
RMND1,0,2
ARMT1,0,4
CCDC170,0,0
ESR1,0,0
SYNE1,0,1
SYNE1-AS1,0,0
MYCT1,0,0
VIP,0,0
FBXO5,0,0
MTRF1L,1,6
RGS17,0,1
OPRM1,0,0
IPCEF1,0,0
CNKSR3,0,0
SCAF8,0,1
MIR1273C,0,0
TIAM2,0,1
TFB1M,0,4
CLDN20,0,0
NOX3,0,0
LOC105378068,0,0
MIR1202,0,0
SNORD28B,0,0
ARID1B,0,4
LOC115308161,0,0
MIR4466,0,0
TMEM242,0,12
ZDHHC14,0,1
MIR3692,0,0
SNX9,1,4
SYNJ2,0,1
SYNJ2-IT1,0,0
SERAC1,0,3
GTF2H5,3,57
TULP4,0,2
SNORA116,0,0
TMEM181,1,4
MIR7161,0,0
DYNLT1,16,69
SYTL3,0,0
MIR3918,0,0
EZR,1,12
EZR-AS1,0,0
OSTCP1,0,0
C6orf99,0,0
RSPH3,0,1
TAGAP,0,0
LOC101929122,0,0
FNDC1,0,0
LINC02529,0,0
SOD2,0,4
WTAP,2,20
SOD2-OT1,0,0
ACAT2,2,4
TCP1,1,16
SNORA20,0,0
SNORA29,0,0
MRPL18,1,21
PNLDC1,0,0
MAS1,0,0
IGF2R,0,7
AIRN,0,0
LOC729603,0,0
SLC22A1,0,0
SLC22A2,0,1
SLC22A3,0,7
LPAL2,0,0
LPA,0,0
PLG,0,0
MAP3K4,0,5
AGPAT4,0,2
AGPAT4-IT1,0,0
PRKN,0,0
LOC105378098,0,0
PACRG,0,0
PACRG-AS2,0,0
PACRG-AS3,0,0
PACRG-AS1,0,0
DKFZp451B082,0,0
CAHM,0,0
QKI,0,7
LOC102724152,0,0
MEAT6,0,0
C6orf118,0,0
PDE10A,0,0
LINC00473,0,0
LINC00602,0,0
LOC729681,0,0
TBXT,0,0
LOC101929297,0,0
PRR18,0,0
SFT2D1,0,17
LOC100289495,0,1
MPC1,1,7
RPS6KA2,1,3
RPS6KA2-IT1,0,0
MIR1913,0,0
RPS6KA2-AS1,0,0
RNASET2,0,7
MIR3939,0,0
FGFR1OP,0,0
CCR6,0,0
GPR31,0,0
LOC105378123,0,0
TCP10L2,0,0
HPAT5,0,0
UNC93A,0,0
TTLL2,0,0
TCP10,0,0
LOC105378127,0,0
LINC02538,0,0
LINC02487,0,0
LINC01558,0,0
LOC441179,0,0
AFDN-DT,0,0
AFDN,0,0
HGC6.3,0,0
KIF25-AS1,0,0
KIF25,0,0
FRMD1,0,0
LOC105378137,0,0
LOC101929420,0,0
DACT2,0,0
SMOC2,0,0
LOC105378146,0,0
LOC101929460,0,0
LOC102724357,0,0
LINC01615,0,0
LINC02544,0,0
LOC101929523,0,0
THBS2,0,73
WDR27,0,0
C6orf120,1,7
PHF10,0,3
TCTE3,0,0
ERMARD,0,1
LINC00242,0,0
LINC00574,0,0
LOC100131532,0,0
LOC102724511,0,0
LOC154449,0,0
LOC285804,0,0
LINC01624,0,0
DLL1,0,0
FAM120B,0,2
MIR4644,0,0
PSMB1,6,89
TBP,0,2
PDCD2,1,12
HLA-DRB3,0,0
HLA-DRB4,0,0
LOC102723672,0,0
LOC100507642,0,0
LOC105375115,0,0
FAM20C,0,5
LOC442497,0,0
PDGFA,2,7
HRAT92,0,0
PRKAR1B,0,0
LOC101927000,0,0
LOC101926963,0,0
DNAAF5,0,1
SUN1,0,3
GET4,1,3
ADAP1,0,1
COX19,0,5
C7orf50,5,16
CYP2W1,0,0
MIR339,0,0
GPR146,0,1
GPER1,0,0
ZFAND2A,0,3
LOC101927021,0,0
UNCX,0,0
MICALL2,1,1
INTS1,0,3
MAFK,0,1
LOC100128653,0,0
TMEM184A,0,0
PSMG3,0,5
PSMG3-AS1,0,1
TFAMP1,0,0
ELFN1,0,0
ELFN1-AS1,0,0
MAD1L1,0,1
MIR4655,0,0
SNORA114,0,0
MRM2,1,5
NUDT1,0,4
SNX8,0,4
MIR6836,0,0
EIF3B,3,6
CHST12,0,1
GRIFIN,0,0
LFNG,0,8
MIR4648,0,0
BRAT1,0,2
IQCE,0,0
TTYH3,0,9
AMZ1,0,1
GNA12,0,1
CARD11,0,1
LOC100129603,0,0
SDK1,0,0
LOC105375131,0,0
FOXK1,0,3
AP5Z1,0,5
MIR4656,0,0
RADIL,0,0
SNORD165,0,0
PAPOLB,0,0
MMD2,0,0
RNF216P1,0,2
RBAK,0,2
RBAK-RBAKDN,0,0
RBAKDN,0,0
ZNF890P,0,0
WIPI2,2,17
SLC29A4,0,0
TNRC18,0,2
LOC100129484,0,1
FBXL18,0,4
MIR589,0,0
LOC221946,0,0
ACTB,62,1036
FSCN1,4,29
RNF216,0,3
RNF216-IT1,0,0
MIR6874,0,0
ZNF815P,0,1
OCM,0,0
CCZ1,0,7
RSPH10B,0,0
RSPH10B2,0,0
PMS2,0,0
AIMP2,0,3
SNORA80D,0,0
EIF2AK1,0,3
ANKRD61,0,0
USP42,1,1
CYTH3,1,3
FAM220A,0,1
RAC1,7,54
DAGLB,0,1
KDELR2,7,99
GRID2IP,0,0
ZDHHC4,1,10
C7orf26,0,0
ZNF853,0,0
ZNF316,0,0
ZNF12,0,3
PMS2CL,0,0
CCZ1B,0,4
MIR3683,0,0
LOC100131257,0,0
C1GALT1,0,8
LOC101927354,0,0
COL28A1,0,0
LOC101927391,0,0
MIOS,0,0
RPA3,0,6
UMAD1,0,1
GLCCI1-DT,0,0
GLCCI1,0,4
ICA1,0,0
LOC100505938,0,0
NXPH1,0,0
PER4,0,0
MGC4859,0,0
LOC100131472,0,0
NDUFA4,16,241
PHF14,0,3
THSD7A,0,1
TMEM106B,0,9
VWDE,0,0
LOC102725191,0,0
SCIN,0,2
ARL4A,0,24
ETV1,0,0
DGKB,0,0
AGMO,0,0
MEOX2,0,0
LOC105375166,0,0
LINC02587,0,0
CRPPA,0,1
CRPPA-AS1,0,0
SOSTDC1,0,0
LRRC72,0,0
ANKMY2,0,2
BZW2,0,4
TSPAN13,1,13
AGR2,0,0
AGR3,0,0
AHR,0,9
KCCAT333,0,0
LOC101927630,0,0
SNX13,1,1
PRPS1L1,0,0
HDAC9,0,1
MIR1302-6,0,0
TWIST1,0,10
FERD3L,0,0
TWISTNB,0,2
MIR3146,0,0
TMEM196,0,0
LOC101927668,0,0
MACC1,0,0
MACC1-AS1,0,0
LOC100506098,0,0
LOC101927769,0,0
LOC101927811,0,0
ITGB8,0,0
ABCB5,0,0
SP8,0,0
RPL23P8,0,0
LINC01162,0,0
SP4,0,0
MIR1183,0,0
DNAH11,0,0
CDCA7L,0,2
RAPGEF5,0,0
STEAP1B,0,1
LOC100506178,0,1
LOC401312,0,0
IL6-AS1,0,0
IL6,1,3
TOMM7,7,93
SNHG26,0,1
SNORD93,0,0
FAM126A,0,4
KLHL7-DT,0,0
KLHL7,0,3
NUP42,0,1
GPNMB,0,11
MALSU1,0,15
IGF2BP3,0,1
SNORD65C,0,0
RPS2P32,0,0
TRA2A,0,11
CLK2P1,0,0
CCDC126,0,1
FAM221A,0,1
STK31,0,0
NPY,0,1
MPP6,0,1
GSDME,0,3
OSBPL3,0,1
CYCS,2,40
C7orf31,0,0
NPVF,0,0
LOC646588,0,0
MIR148A,0,0
NFE2L3,0,2
HNRNPA2B1,5,52
CBX3,1,27
SNX10,0,0
LOC105375304,0,0
