H1.1,H2.1,H3.1,H4.1,H5.1,H6.1
IQUB,2,0,3,0,3,2
NDUFA5,452,218,91,37,815,344
ASB15,0,0,0,0,0,0
ASB15-AS1,0,0,0,0,0,0
LMOD2,0,0,0,0,0,0
WASL,283,100,120,24,334,149
HYAL6P,0,0,0,0,0,0
HYAL4,0,0,0,0,0,0
SPAM1,0,0,0,0,0,0
LOC105375483,0,0,0,0,0,0
TMEM229A,0,0,0,0,0,0
LOC101928211,0,0,0,0,0,0
GPR37,1,2,0,1,7,8
C7orf77,0,0,0,0,0,0
POT1,29,13,5,2,67,20
POT1-AS1,5,4,1,0,31,9
LOC101928283,0,0,0,0,0,0
LOC101928254,0,0,0,0,0,0
GRM8,0,0,0,0,0,1
MIR592,0,0,0,0,0,0
GRM8-AS1,0,0,0,0,0,0
ZNF800,66,29,35,6,118,34
LOC100506682,0,0,0,0,0,0
GCC1,42,17,17,3,60,26
ARF5,733,448,306,75,1420,847
FSCN3,0,0,0,0,0,0
PAX4,0,0,0,0,0,0
SND1,232,127,52,25,705,182
SND1-IT1,13,15,8,0,42,17
LRRC4,0,0,0,0,2,0
MIR593,0,0,0,0,0,0
MIR129-1,0,0,0,0,0,0
LEP,0,0,0,0,0,0
RBM28,139,51,41,11,164,62
PRRT4,1,1,6,0,2,0
LOC107986845,0,0,0,0,0,0
IMPDH1,166,60,51,18,256,106
HILPDA,60,47,23,5,198,99
METTL2B,44,32,40,3,93,20
LINC01000,12,11,5,1,44,27
FAM71F2,8,2,1,3,30,7
FAM71F1,1,0,0,0,11,1
CALU,2480,909,411,307,5733,1841
OPN1SW,1,0,0,0,0,0
CCDC136,7,7,4,1,22,7
FLNC,573,138,168,60,769,232
FLNC-AS1,0,0,0,0,0,0
ATP6V1F,1410,543,636,131,4065,1686
ATP6V1FNB,4,0,1,0,7,2
KCP,1,0,0,0,0,0
IRF5,1,0,0,0,0,0
TNPO3,98,51,35,8,163,55
TPI1P2,0,0,0,0,4,0
LOC407835,0,0,1,0,1,0
TSPAN33,7,0,8,0,8,1
SMO,24,16,12,7,77,41
AHCYL2,13,3,4,1,34,12
STRIP2,0,0,1,0,17,14
SMKR1,0,0,4,0,5,0
NRF1,14,10,5,2,26,10
MIR182,0,0,0,0,0,0
MIR96,0,0,0,0,0,0
MIR183,0,0,0,0,0,0
UBE2H,372,212,148,34,845,367
ZC3HC1,51,18,20,5,120,37
KLHDC10,80,38,14,10,274,51
LOC100128325,0,0,0,0,0,0
TMEM209,41,13,10,0,175,44
SSMEM1,1,0,0,0,11,0
CPA2,0,2,0,0,3,0
CPA4,42,126,49,6,1579,97
CPA5,0,0,1,0,1,0
LOC105375504,0,0,0,0,0,0
CPA1,0,0,0,0,1,0
CEP41,29,26,13,6,94,32
MEST,250,310,100,14,8968,716
MESTIT1,0,0,2,0,1,0
MIR335,0,0,0,0,0,0
COPG2,15,19,5,1,92,22
COPG2IT1,7,6,5,0,102,17
TSGA13,0,0,0,0,0,0
KLF14,0,0,1,0,11,0
MIR29A,0,0,0,0,0,0
MIR29B1,0,0,0,0,0,0
LINC-PINT,11,20,15,4,86,25
LINC00513,2,1,3,2,11,3
MKLN1,84,43,23,3,240,114
MKLN1-AS,4,2,3,0,3,2
PODXL,22,22,21,4,12,13
LOC101928782,0,0,0,0,0,0
PLXNA4,0,1,1,1,34,0
LOC101928807,0,0,0,0,0,0
FLJ40288,0,0,0,0,0,0
LOC100506937,0,0,0,0,0,0
CHCHD3,255,114,113,19,476,137
LOC105375512,0,0,0,0,0,0
EXOC4,61,31,15,6,126,47
MIR6133,0,0,0,0,0,0
LOC101928861,0,0,0,0,0,0
LRGUK,0,0,0,0,0,1
SLC35B4,75,30,22,9,183,64
AKR1B1,71,196,72,13,2432,139
AKR1B10,1,0,0,1,15,2
AKR1B15,0,0,0,0,0,0
BPGM,370,33,62,40,457,105
CALD1,22361,3637,3452,959,24593,6542
AGBL3,4,3,3,0,8,1
CYREN,110,37,35,13,221,85
TMEM140,0,0,0,0,0,9
WDR91,10,5,2,1,11,10
MIR6509,0,0,0,0,0,0
STRA8,0,0,0,0,0,0
CNOT4,121,51,54,9,199,71
NUP205,29,10,6,3,78,26
STMP1,711,327,155,95,1885,889
SLC13A4,0,0,0,0,0,0
FAM180A,0,7,0,0,0,2
LUZP6,0,0,0,0,0,0
MTPN,0,0,0,0,0,0
CHRM2,0,1,0,0,10,0
LOC349160,0,0,0,0,0,0
MIR490,0,0,0,0,0,0
PTN,8,23,6,0,9,1
DGKI,19,7,24,0,21,42
CREB3L2,208,102,22,29,571,257
CREB3L2-AS1,0,0,0,0,0,0
AKR1D1,0,0,0,0,0,0
MIR4468,0,0,0,0,0,0
TRIM24,64,14,53,6,193,40
SVOPL,0,0,0,0,0,0
ATP6V0A4,1,0,0,2,6,1
TMEM213,0,0,0,0,0,0
KIAA1549,24,9,13,4,56,34
ZC3HAV1L,7,0,2,2,1,3
ZC3HAV1,95,28,16,3,109,45
MIR10399,0,0,0,0,0,0
TTC26,21,9,3,0,20,9
UBN2,49,26,18,7,105,40
LUC7L2,10,2,5,3,21,4
FMC1,103,40,37,7,250,116
FMC1-LUC7L2,5,2,2,0,2,0
LOC100129148,0,0,0,0,0,0
KLRG2,0,0,0,0,0,0
CLEC2L,1,0,0,1,1,0
HIPK2,232,98,75,21,439,405
TBXAS1,3,7,6,1,7,32
PARP12,11,16,7,2,37,25
KDM7A,21,16,15,2,38,16
KDM7A-DT,5,11,4,2,15,10
SLC37A3,37,26,9,2,96,36
RAB19,0,0,0,0,0,0
MKRN1,115,73,55,13,302,142
DENND2A,1,26,1,0,2,1
ADCK2,107,28,15,1,42,40
NDUFB2-AS1,4,4,5,1,14,4
NDUFB2,1693,503,507,161,3016,1355
BRAF,30,15,5,1,55,18
MRPS33,288,182,115,33,900,299
TMEM178B,0,0,7,0,25,5
AGK,28,13,12,3,61,23
DENND11,18,4,4,1,11,9
WEE2-AS1,1,0,0,0,1,1
WEE2,0,0,0,0,0,0
SSBP1,914,520,372,94,1973,976
TAS2R3,0,0,0,0,0,0
TAS2R4,0,0,0,0,0,0
TAS2R5,0,0,0,0,0,0
PRSS37,0,0,0,0,0,0
OR9A4,0,0,0,0,0,0
CLEC5A,0,0,0,0,0,0
TAS2R38,0,0,0,0,0,0
MGAM,8,0,0,0,0,1
MGAM2,0,0,0,0,0,0
MOXD2P,0,0,0,0,0,0
PRSS58,0,0,0,0,0,0
TRY2P,0,0,0,0,0,0
TCAF2,0,0,0,0,9,2
MIR11400,0,0,0,0,0,0
MTRNR2L6,1,0,0,0,0,0
PRSS1,0,0,0,0,0,0
PRSS2,0,0,0,0,0,0
EPHB6,4,0,0,2,19,19
TRPV6,0,0,0,0,0,0
TRPV5,0,0,0,0,0,0
LLCFC1,0,0,0,0,0,0
KEL,0,0,0,0,0,0
OR9A2,0,0,0,0,0,0
OR6V1,0,0,0,0,0,0
OR6W1P,0,0,0,0,0,0
PIP,0,0,0,0,0,0
TAS2R39,0,0,0,0,0,0
TAS2R40,0,0,0,0,0,0
LOC105375545,0,0,0,0,0,0
GSTK1,228,167,63,27,896,342
TMEM139,0,0,0,0,0,1
CASP2,25,14,7,1,79,33
CLCN1,0,0,0,0,0,0
FAM131B,5,0,3,0,3,3
LOC100507507,230,74,145,14,428,143
ZYX,459,223,105,39,1131,495
MIR6892,0,0,0,0,0,0
EPHA1,0,0,1,0,0,0
EPHA1-AS1,1,0,0,0,5,3
TAS2R60,0,0,0,0,0,0
TAS2R41,0,0,0,0,0,0
OR10AC1,0,0,0,0,0,0
CTAGE15,0,0,0,0,0,0
TCAF2P1,1,0,0,0,0,0
CTAGE6,0,0,0,0,0,0
LOC154761,0,0,0,0,0,0
TCAF1,351,126,64,29,1632,214
OR2F2,0,0,0,0,0,0
OR2F1,0,0,0,0,0,0
OR6B1,0,0,0,0,0,0
OR2A5,0,0,0,0,0,0
OR2A25,0,0,0,0,0,0
OR2A12,0,0,0,0,0,0
OR2A2,0,0,0,0,0,0
OR2A14,0,0,0,0,0,0
CTAGE8,0,0,0,0,0,0
CTAGE4,0,0,0,0,0,0
ARHGEF35,18,1,0,0,14,7
ARHGEF35-AS1,0,0,0,0,0,0
OR2A1-AS1,4,0,0,0,6,7
OR2A1,0,0,0,0,0,0
OR2A42,0,0,0,0,0,0
OR2A9P,0,0,0,0,1,0
OR2A20P,0,0,0,0,0,0
OR2A7,0,0,0,0,0,0
ARHGEF34P,0,0,0,0,0,0
ARHGEF5,4,0,0,0,20,11
NOBOX,0,0,0,0,0,0
TPK1,4,3,2,0,1,2
CNTNAP2,0,0,0,0,1,0
CNTNAP2-AS1,0,0,0,0,0,0
MIR548F4,0,0,0,0,0,0
LOC105375556,0,0,0,0,0,0
C7orf33,0,0,0,0,0,0
CUL1,125,55,36,16,214,77
EZH2,6,11,7,5,15,7
RNY5,0,0,0,1,0,0
RNY4,0,0,0,0,0,0
RNY3,1,0,0,0,0,0
RNY1,1,0,0,0,1,0
GHET1,0,0,0,0,0,0
PDIA4,201,151,44,16,732,164
ZNF786,10,4,4,0,17,11
ZNF425,22,7,12,1,33,18
ZNF398,36,16,4,6,59,16
ZNF282,57,23,17,5,94,37
ZNF212,18,10,5,1,30,15
ZNF783,14,3,3,0,22,12
LOC155060,14,5,2,3,53,21
ZNF777,43,19,11,4,84,40
ZNF746,27,19,13,7,109,19
ZNF767P,11,9,4,2,39,18
KRBA1,17,8,8,0,41,13
ZNF467,11,14,10,1,87,0
SSPO,1,1,0,0,22,2
ZNF862,18,11,6,2,28,12
ATP6V0E2-AS1,3,1,0,0,2,2
ATP6V0E2,111,22,52,9,132,50
ACTR3C,0,0,0,0,0,1
LOC100134040,0,0,0,0,0,0
LRRC61,0,0,0,0,1,0
ZBED6CL,0,0,0,0,0,0
RARRES2,4,99,2,1,186,223
REPIN1,101,45,77,14,249,42
ZNF775,30,14,9,4,64,24
LOC728743,5,5,3,1,27,12
LINC00996,0,0,0,0,0,0
GIMAP8,0,0,0,0,0,0
GIMAP7,0,0,0,0,0,0
GIMAP4,0,0,0,0,0,0
GIMAP6,0,0,0,0,0,0
GIMAP2,0,1,0,0,1,0
GIMAP1-GIMAP5,0,0,0,0,0,0
GIMAP1,0,0,0,0,0,0
GIMAP5,0,0,0,0,0,0
TMEM176B,0,0,0,0,62,0
TMEM176A,0,0,0,0,60,2
AOC1,0,0,0,0,0,0
KCNH2,0,0,0,0,0,0
NOS3,0,0,0,0,6,2
ATG9B,0,0,0,0,0,0
ABCB8,30,35,5,1,136,32
ASIC3,4,0,0,0,20,3
CDK5,137,56,60,14,442,134
SLC4A2,214,54,51,17,723,136
FASTK,337,100,85,28,647,245
TMUB1,162,67,52,17,429,125
AGAP3,110,40,64,17,238,71
GBX1,0,0,0,0,0,0
ASB10,0,0,0,0,0,0
IQCA1L,0,0,0,0,0,0
H2BE1,0,0,0,0,0,0
LOC114483834,0,0,2,0,6,3
ABCF2,116,57,42,14,302,76
CHPF2,175,72,38,21,382,185
MIR671,0,0,0,0,0,0
SMARCD3,119,38,29,10,341,70
NUB1,229,51,58,12,258,95
WDR86,0,0,1,0,7,4
WDR86-AS1,0,0,0,0,0,1
CRYGN,0,0,0,0,0,1
MIR3907,0,0,0,0,0,0
RHEB,1057,416,589,122,2766,949
PRKAG2,90,50,33,6,193,66
LOC644090,0,0,0,0,0,0
PRKAG2-AS1,0,0,2,0,0,1
GALNTL5,0,0,0,0,0,0
GALNT11,109,46,25,12,230,86
KMT2C,129,60,39,4,233,69
FABP5P3,0,0,0,0,0,0
LINC01003,41,23,32,0,51,22
XRCC2,3,3,0,0,6,0
ACTR3B,12,7,4,1,42,7
LINC01287,0,0,0,0,0,0
DPP6,1,0,1,0,0,0
LOC101929998,0,0,0,0,0,0
PAXIP1-AS2,0,0,0,0,1,2
PAXIP1,22,7,2,1,34,14
PAXIP1-AS1,17,8,18,0,28,15
HTR5A-AS1,0,0,0,0,0,0
HTR5A,0,0,0,0,0,0
INSIG1,32,15,6,1,194,76
BLACE,0,0,0,0,0,0
LOC100286906,0,0,0,0,0,0
EN2,0,0,5,0,2,1
CNPY1,0,0,0,0,1,0
LOC100506302,4,7,6,2,17,10
RBM33,87,37,39,7,145,42
SHH,0,0,0,0,0,0
LOC389602,1,0,0,0,1,0
LOC285889,0,0,0,0,1,0
LINC01006,24,1,10,1,31,18
LINC00244,0,0,0,0,0,0
RNF32,5,1,1,0,12,1
LMBR1,39,24,6,7,74,34
NOM1,63,14,31,4,108,31
MNX1,0,0,0,0,0,0
MNX1-AS2,1,0,0,0,0,0
MNX1-AS1,0,0,0,0,0,0
UBE3C,120,42,30,14,321,121
DNAJB6,731,290,296,68,1574,687
LOC101927914,1,0,0,0,0,0
PTPRN2,0,1,0,0,0,0
MIR153-2,0,0,0,0,0,0
LOC100506585,0,0,0,0,0,0
MIR595,0,0,0,0,0,0
LINC01022,0,0,0,0,0,0
MIR5707,0,0,0,0,0,0
NCAPG2,6,8,4,0,9,4
ESYT2,93,53,34,12,312,77
WDR60,71,23,29,4,166,62
LINC00689,0,0,0,0,0,0
VIPR2,0,0,0,0,19,0
PRSS3P2,0,0,0,0,0,0
OR4F21,0,0,0,0,0,0
RPL23AP53,35,18,10,3,25,30
ZNF596,5,3,3,2,14,4
FAM87A,0,0,0,0,0,0
FBXO25,69,25,9,4,108,34
TDRP,10,3,11,1,38,13
ERICH1,59,23,31,9,113,62
DLGAP2,0,0,0,0,1,0
LOC401442,0,0,0,0,0,0
LOC105377777,0,0,0,0,0,0
LOC286083,0,0,0,0,0,0
DLGAP2-AS1,0,0,0,0,0,0
LOC101927752,201,72,46,19,511,208
CLN8,162,41,65,18,237,96
MIR3674,0,0,0,0,0,0
MIR596,0,0,0,0,0,0
ARHGEF10,68,23,18,4,72,26
LOC101928058,1,0,0,0,1,0
KBTBD11-OT1,0,0,0,0,0,0
KBTBD11,13,6,9,1,15,8
MYOM2,11,3,3,0,39,30
MIR7160,0,0,0,0,0,0
LOC101927815,0,0,0,0,0,1
CSMD1,0,0,0,0,0,0
LOC100287015,6,9,7,3,32,13
MCPH1,76,26,20,3,87,38
ANGPT2,2,2,2,1,5,1
MCPH1-AS1,1,0,1,0,1,1
MIR8055,0,0,0,0,0,0
AGPAT5,29,33,18,4,52,34
MIR4659A,0,0,0,0,0,0
MIR4659B,0,0,0,0,0,0
XKR5,1,1,0,0,2,0
GS1-24F4.2,1,0,0,0,0,0
DEFB1,0,0,0,0,0,0
DEFA6,0,0,0,0,0,0
DEFA4,0,0,0,0,0,0
DEFA8P,0,0,0,0,0,0
DEFA9P,0,0,0,0,0,0
DEFA10P,0,0,0,0,0,0
DEFA1,0,0,0,0,0,0
DEFA1B,0,0,0,0,0,0
DEFT1P,0,0,0,0,0,0
DEFT1P2,0,0,0,0,0,0
DEFA3,0,0,0,0,0,0
DEFA11P,0,0,0,0,0,0
DEFA5,0,0,0,0,0,0
LINC00965,0,0,0,0,5,0
FAM90A7P,0,0,0,0,0,0
FAM66B,0,0,0,0,1,0
DEFB109B,0,0,0,0,0,0
USP17L1,0,0,0,0,0,0
USP17L3,0,0,0,0,0,0
USP17L4,0,0,0,0,0,0
ZNF705G,0,0,0,0,0,0
DEFB4B,0,0,0,0,0,0
DEFB103A,0,0,0,0,0,0
DEFB103B,0,0,0,0,0,0
SPAG11A,0,0,0,0,0,0
SPAG11B,0,0,0,0,0,0
DEFB104A,0,0,0,0,0,0
DEFB104B,0,0,0,0,0,0
DEFB106A,0,0,0,0,0,0
DEFB106B,0,0,0,0,0,0
DEFB105A,0,0,0,0,0,0
DEFB105B,0,0,0,0,0,0
DEFB107A,0,0,0,0,0,0
DEFB107B,0,0,0,0,0,0
PRR23D1,0,0,0,0,0,0
PRR23D2,0,0,0,0,0,0
FAM90A10P,0,0,0,0,0,0
DEFB4A,0,0,0,0,0,0
ZNF705B,0,0,0,0,0,0
FAM66E,0,0,0,0,0,0
USP17L8,0,0,0,0,0,0
MIR548I3,0,0,0,0,0,0
FAM85B,0,0,0,0,0,0
FAM86B3P,2,0,1,0,5,5
PRAG1,42,13,15,19,204,58
CLDN23,1,0,5,0,36,4
MFHAS1,47,19,13,6,158,33
ERI1,29,12,6,4,66,32
MIR4660,0,0,0,0,0,0
SNORD3I,0,0,0,0,0,0
PPP1R3B,34,10,9,0,46,41
LOC101929128,0,0,0,0,1,2
LOC157273,0,0,0,0,0,0
TNKS,92,31,47,10,226,80
MIR597,0,0,0,0,0,0
LINC00599,0,0,0,0,0,0
MIR124-1,0,0,0,0,0,0
MSRA,56,18,26,8,103,32
LINCR-0001,0,0,0,0,0,0
PRSS55,0,0,0,0,0,0
RP1L1,0,0,0,0,0,0
MIR4286,0,0,0,0,0,0
C8orf74,0,0,0,0,0,0
SOX7,1,3,0,0,2,2
LOC102723313,0,0,0,0,0,0
PINX1,57,27,33,7,99,20
MIR1322,0,0,0,0,0,0
LOC101929229,0,0,0,0,0,0
XKR6,40,15,11,4,42,17
MIR598,0,0,0,0,0,0
LOC101929269,0,0,0,0,0,0
MTMR9,53,26,16,4,152,66
SLC35G5,2,0,1,0,2,1
TDH,0,0,0,0,0,0
LOC100129129,1,0,0,0,10,1
FAM167A-AS1,0,0,0,0,0,0
FAM167A,0,7,5,0,36,3
BLK,0,0,0,0,0,0
LINC00208,0,0,0,0,0,0
GATA4,0,1,0,0,134,2
SNORA99,0,0,0,0,0,0
C8orf49,0,0,0,0,6,0
NEIL2,14,20,13,5,72,38
FDFT1,211,91,100,22,528,170
CTSB,392,569,165,276,5184,3307
DEFB136,0,0,0,0,0,0
DEFB135,0,0,0,0,0,0
DEFB134,0,0,0,0,0,0
DEFB130A,0,0,0,0,0,0
DEFB130B,0,0,0,0,0,0
ZNF705D,0,0,0,0,0,0
FAM66D,0,2,2,0,0,4
LOC392196,0,0,0,0,0,0
USP17L7,0,0,0,0,0,0
USP17L2,0,0,0,0,0,0
FAM90A2P,0,0,0,0,0,0
FAM86B1,1,0,1,0,1,0
FAM86B2,0,0,0,0,1,0
FAM85A,0,0,0,0,0,0
FAM66A,0,0,0,0,0,0
LOC649352,0,0,0,0,0,0
DEFB109A,0,0,0,0,0,0
FAM90A25P,0,0,0,0,0,0
LOC100506990,29,20,8,5,39,19
LOC729732,1,0,0,0,0,2
LONRF1,28,22,14,3,48,35
MIR3926-1,0,0,0,0,0,0
MIR3926-2,0,0,0,0,0,0
LOC340357,0,0,0,0,0,0
LINC00681,0,0,0,0,0,0
TRMT9B,6,3,0,2,0,4
DLC1,355,175,57,31,460,329
C8orf48,33,1,8,4,38,10
LOC102725080,0,0,0,0,0,0
SGCZ,0,0,0,0,0,0
MIR383,0,0,0,0,0,0
TUSC3,389,213,102,36,879,516
MSR1,0,0,0,0,0,0
FGF20,1,0,1,0,1,0
MICU3,79,24,31,8,138,52
ZDHHC2,59,23,56,6,62,78
CNOT7,201,107,106,20,403,198
VPS37A,173,54,104,21,464,138
MTMR7,0,0,0,0,0,1
SLC7A2,22,40,32,2,31,30
PDGFRL,43,103,13,4,39,107
MTUS1,7,2,5,2,4,9
MIR548V,0,0,0,0,0,0
FGL1,0,0,0,0,0,0
PCM1,232,97,96,19,423,158
ASAH1,219,57,102,37,1148,241
LOC101929066,0,2,0,0,10,4
NAT1,10,8,3,2,50,14
NAT2,0,0,0,0,0,0
PSD3,47,67,4,7,132,74
LOC100128993,0,0,0,0,0,0
SH2D4A,31,0,1,6,18,22
CSGALNACT1,0,2,0,3,89,1
INTS10,108,51,46,19,283,72
LPL,0,0,0,0,0,3
SLC18A1,0,0,0,0,0,0
ATP6V1B2,139,95,64,13,197,133
LZTS1,68,34,4,11,248,63
LZTS1-AS1,0,0,0,0,0,0
SNORD3F,0,0,0,0,0,0
LOC102467222,0,0,0,0,0,0
LINC02153,0,0,0,0,0,0
LOC101929172,0,0,0,0,0,0
GFRA2,1,0,0,0,23,2
DOK2,0,0,0,0,0,0
XPO7,62,25,10,3,143,39
NPM2,1,0,2,0,1,1
FGF17,1,1,0,0,0,0
DMTN,0,0,4,0,0,1
FAM160B2,58,28,17,7,204,65
NUDT18,35,25,26,10,112,54
HR,0,0,0,0,0,2
REEP4,32,17,20,9,94,66
LGI3,3,0,1,0,5,1
SFTPC,0,0,1,0,0,0
BMP1,290,119,29,38,1394,303
PHYHIP,0,0,0,0,2,2
MIR320A,0,0,0,0,0,0
POLR3D,184,59,51,12,374,82
LOC100507071,0,0,0,0,0,0
PIWIL2,0,2,0,0,2,0
SLC39A14,146,82,38,27,388,219
PPP3CC,80,24,45,7,160,49
SORBS3,161,117,35,3,259,113
PDLIM2,1384,926,345,121,3174,1153
C8orf58,122,46,16,9,142,49
LOC107986876,0,0,1,0,0,1
CCAR2,50,13,16,2,141,53
BIN3,32,25,19,4,83,43
BIN3-IT1,1,0,1,1,4,3
EGR3,1,1,0,0,1,0
PEBP4,2,0,1,0,5,0
LOC101929237,0,0,0,0,0,0
RHOBTB2,23,15,4,1,39,20
TNFRSF10B,309,149,175,34,959,376
LOC286059,0,1,1,0,1,0
LOC254896,5,8,0,1,4,2
TNFRSF10C,8,0,2,0,0,1
TNFRSF10D,268,47,81,55,766,160
TNFRSF10A,8,0,1,0,13,8
LOC389641,5,0,0,0,4,4
CHMP7,77,41,23,10,156,61
R3HCC1,120,64,45,18,305,101
LOXL2,927,320,151,71,1417,1374
LOC100507156,2,0,0,0,0,1
ENTPD4,120,52,18,20,332,96
SLC25A37,125,105,54,22,560,199
NKX3-1,0,2,3,12,83,14
NKX2-6,0,0,0,0,0,0
STC1,1,10,0,0,8,29
ADAM28,0,0,0,0,179,1
LOC101929294,0,0,0,0,0,0
ADAMDEC1,0,0,0,0,0,0
ADAM7,0,0,0,0,0,0
LOC101929315,0,0,0,0,0,0
NEFM,0,3,2,0,3,10
NEFL,4,2,9,0,5,23
MIR6841,0,0,0,0,0,0
DOCK5,100,46,13,11,588,101
MIR6876,0,0,0,0,0,0
LOC105379331,0,0,0,0,0,0
GNRH1,2,0,3,0,2,5
KCTD9,96,47,23,18,126,82
CDCA2,0,10,0,0,7,1
EBF2,0,2,0,0,0,0
PPP2R2A,250,96,120,24,471,174
SDAD1P1,26,8,6,0,18,8
BNIP3L,435,269,196,30,976,632
PNMA2,13,21,12,0,14,2
DPYSL2,506,165,53,27,556,252
ADRA1A,0,0,0,0,0,0
MIR548H4,0,0,0,0,0,0
STMN4,0,0,1,0,0,0
TRIM35,36,14,9,2,149,50
PTK2B,7,3,2,1,27,20
MIR6842,0,0,0,0,0,0
CHRNA2,0,0,0,0,0,0
EPHX2,1,1,1,0,22,4
CLU,29,8,15,19,697,172
MIR6843,0,0,0,0,0,0
SCARA3,3,31,0,0,15,13
MIR3622B,0,0,0,0,0,0
MIR3622A,0,0,0,0,0,0
CCDC25,183,134,112,17,342,162
ESCO2,3,5,0,0,1,0
PBK,1,22,2,0,1,0
SCARA5,0,0,0,0,0,0
MIR4287,0,0,0,0,0,0
NUGGC,0,0,0,0,0,0
ELP3,47,24,8,7,71,29
PNOC,0,0,0,0,0,0
ZNF395,32,32,10,0,158,35
FBXO16,14,7,1,1,10,6
FZD3,7,10,7,3,3,9
MIR4288,0,0,0,0,0,0
EXTL3-AS1,0,1,0,0,0,0
EXTL3,32,15,8,9,72,47
INTS9,12,4,5,0,32,8
HMBOX1,54,10,9,2,55,18
KIF13B,64,11,9,4,42,42
DUSP4,9,48,26,31,26,29
LINC00589,0,0,0,0,0,0
LINC02099,0,0,0,0,1,0
LOC101929470,0,0,0,0,0,0
LINC02209,0,0,0,0,0,0
MIR3148,0,0,0,0,0,0
SARAF,1041,396,557,131,2990,946
LEPROTL1,138,91,84,25,621,206
MBOAT4,0,0,0,0,0,0
DCTN6,289,124,101,40,736,243
RBPMS-AS1,9,1,4,0,73,9
RBPMS,261,56,84,19,642,180
GTF2E2,167,79,67,15,289,114
SMIM18,0,0,0,0,0,0
GSR,53,20,34,7,137,66
UBXN8,41,23,25,0,158,44
PPP2CB,354,116,133,40,663,327
TEX15,4,0,0,0,0,3
PURG,18,4,5,0,1,5
WRN,64,29,13,8,84,30
NRG1,84,26,67,52,18,131
NRG1-IT1,0,0,0,0,0,0
NRG1-IT3,0,0,0,0,0,0
FUT10,20,7,10,2,25,14
MAK16,70,22,19,4,167,53
TTI2,39,16,15,1,74,37
SNORD13,1,0,0,0,0,0
RNF122,2,1,0,0,2,3
DUSP26,27,0,19,2,1,0
LINC01288,0,0,0,0,0,0
UNC5D,0,0,0,0,0,0
LOC101929550,0,0,0,0,0,0
KCNU1,0,0,0,0,0,0
LINC01605,0,15,0,5,6,43
ZNF703,93,48,19,18,323,199
LOC101929622,0,0,1,0,0,0
LOC102723701,0,0,1,0,0,0
ERLIN2,64,52,14,7,231,102
LOC728024,0,0,0,0,0,0
PLPBP,77,41,35,11,169,77
ADGRA2,409,85,8,25,641,146
BRF2,66,21,35,12,149,52
RAB11FIP1,277,11,64,9,260,30
GOT1L1,0,0,0,0,0,0
ADRB3,0,0,0,0,0,0
EIF4EBP1,820,524,240,43,2032,901
ASH2L,100,29,31,5,161,46
STAR,2,0,2,0,5,2
LSM1,534,240,227,55,1281,535
BAG4,67,24,23,9,135,66
DDHD2,43,24,10,1,102,47
PLPP5,275,87,89,23,601,222
NSD3,370,124,124,26,455,152
LETM2,19,8,12,2,14,10
FGFR1,362,139,50,66,348,398
C8orf86,0,0,0,0,0,0
RNF5P1,0,0,2,0,2,0
TACC1,238,134,51,32,187,301
PLEKHA2,29,28,8,2,92,85
HTRA4,0,0,0,0,3,3
TM2D2,440,155,263,55,1004,334
ADAM9,291,166,82,63,861,347
SNORD38D,0,0,0,0,0,0
ADAM32,1,0,0,0,2,3
ADAM5,0,0,0,0,0,0
ADAM3A,0,0,0,0,0,0
LOC100130964,0,0,0,0,0,0
ADAM18,1,0,0,0,0,0
ADAM2,0,0,0,0,0,0
IDO1,0,1,0,0,1,1
IDO2,0,0,0,0,0,0
TCIM,1,2,2,0,2,11
SIRLNT,0,2,0,0,0,1
ZMAT4,0,0,0,0,0,5
SFRP1,6,147,9,138,407,23
MIR548AO,0,0,0,0,0,0
SNORD65B,0,0,0,0,0,0
GOLGA7,194,99,84,18,828,302
GINS4,3,10,0,0,1,1
LOC102723729,0,2,0,0,0,1
GPAT4,120,58,26,20,233,93
NKX6-3,0,0,0,0,0,0
ANK1,17,0,5,1,2,0
MIR486-1,0,0,0,0,0,0
MIR486-2,0,0,0,0,0,0
KAT6A,71,28,30,7,94,35
LOC105379393,0,0,0,0,0,0
AP3M2,51,10,44,8,67,43
PLAT,501,147,323,75,626,1682
LOC101929897,0,1,0,0,0,1
IKBKB,34,16,21,8,42,23
POLB,39,17,25,3,53,28
DKK4,0,0,0,0,0,0
VDAC3,382,198,170,40,715,302
SLC20A2,136,47,42,21,126,77
SMIM19,180,149,65,20,453,196
CHRNB3,0,0,0,0,0,0
CHRNA6,0,0,0,0,0,0
THAP1,74,28,32,12,206,53
RNF170,94,61,32,12,264,112
MIR4469,0,0,0,0,0,0
HOOK3,209,80,63,20,319,105
FNTA,214,123,105,17,358,191
POMK,8,1,4,0,5,0
HGSNAT,121,51,21,13,334,91
POTEA,0,0,0,0,0,0
ASNSP1,0,3,0,0,0,0
LINC00293,0,0,0,0,0,0
LOC100287846,13,0,2,0,0,1
SPIDR,71,27,8,3,158,46
CEBPD,458,312,127,10,4018,839
PRKDC,370,185,111,26,692,213
MCM4,32,19,8,1,69,27
UBE2V2,535,194,213,39,1271,430
LOC101929268,0,0,0,0,1,1
LOC101929217,0,0,0,0,1,0
EFCAB1,0,0,0,0,1,0
SNAI2,114,184,14,34,808,288
PPDPFL,0,0,0,0,0,0
LOC100507464,0,0,0,0,0,0
SNTG1,0,0,0,0,0,0
